City,Cens_2010,Base_2010,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Lat,Lng,State
Kansas City,145786,145783.0,145878.0,146227.0,147454.0,148899.0,150122.0,151502.0,152485.0,152739.0,152965.0,152960.0,39.0997265,-94.5785667, Kansas
Sunnyvale,140081,140060.0,140462.0,143805.0,146436.0,148055.0,149769.0,151630.0,153544.0,153217.0,152807.0,152703.0,37.36883,-122.0363496, California
Pomona,149058,149061.0,149107.0,149693.0,150453.0,151072.0,152225.0,152407.0,152445.0,152468.0,151925.0,151691.0,34.055103,-117.7499909, California
Killeen,127921,127747.0,129024.0,130838.0,134240.0,136294.0,137589.0,140147.0,142854.0,145149.0,148683.0,151666.0,31.1171194,-97.72779589999999, Texas
Escondido,143911,143976.0,144440.0,146099.0,147570.0,148794.0,149708.0,150683.0,151204.0,151220.0,151793.0,151625.0,33.1192068,-117.086421, California
Pasadena,149043,149307.0,149523.0,151156.0,152662.0,153532.0,154447.0,154530.0,154525.0,153858.0,152733.0,151227.0,29.6910625,-95.2091006, Texas
Naperville,141853,142170.0,142402.0,143205.0,144017.0,144892.0,146193.0,146975.0,147192.0,147619.0,148090.0,148449.0,41.7508391,-88.1535352, Illinois
Bellevue,122363,127885.0,128357.0,130196.0,132074.0,133688.0,136275.0,139757.0,141758.0,145273.0,147064.0,148164.0,47.6101497,-122.2015159, Washington
Joliet,147433,147308.0,147524.0,147771.0,148084.0,147749.0,147592.0,147432.0,147802.0,147821.0,147730.0,147344.0,41.525031,-88.0817251, Illinois
Murfreesboro,108755,109119.0,109572.0,111901.0,114141.0,117042.0,120808.0,125958.0,131409.0,136217.0,141442.0,146900.0,35.8456213,-86.39027, Tennessee
Midland,111147,111193.0,111276.0,113941.0,119794.0,124163.0,128352.0,133440.0,134935.0,136205.0,142173.0,146038.0,31.9973456,-102.0779146, Texas
Rockford,152871,153285.0,153147.0,152129.0,151258.0,150608.0,149378.0,148465.0,147796.0,147008.0,146307.0,145609.0,42.2711311,-89.0939952, Illinois
Paterson,146199,146181.0,146391.0,145593.0,146111.0,146049.0,145911.0,145928.0,145773.0,146015.0,145594.0,145233.0,40.9167654,-74.17181099999999, New Jersey
Savannah,136286,136918.0,137412.0,140414.0,142327.0,142600.0,143883.0,145160.0,145818.0,145804.0,145817.0,144464.0,32.0808989,-81.091203, Georgia
Bridgeport,144229,144246.0,144864.0,146146.0,147096.0,147716.0,147870.0,147409.0,146287.0,145346.0,144772.0,144399.0,41.1792258,-73.1894384, Connecticut
Torrance,145438,145151.0,145154.0,145769.0,146257.0,146671.0,146845.0,146950.0,146416.0,145781.0,144706.0,143592.0,33.8358492,-118.3406288, California
McAllen,129877,131547.0,132093.0,134639.0,136277.0,137421.0,138719.0,139909.0,141888.0,142249.0,142530.0,143268.0,26.2034071,-98.23001239999999, Texas
Syracuse,145170,145150.0,145215.0,144526.0,144414.0,145044.0,144331.0,143816.0,143176.0,142287.0,142745.0,142327.0,43.0481221,-76.14742439999999, New York
Surprise,117517,117473.0,117643.0,119617.0,122266.0,125035.0,127880.0,130336.0,132846.0,134781.0,137717.0,141664.0,33.6292337,-112.3679279, Arizona
Denton,113383,116326.0,117010.0,120101.0,123573.0,125030.0,128217.0,131154.0,134261.0,135629.0,138315.0,141541.0,33.2148412,-97.13306829999999, Texas
Roseville,118788,119277.0,119916.0,122725.0,124432.0,126769.0,128397.0,130018.0,132708.0,135077.0,138953.0,141500.0,38.7521235,-121.2880059, California
Thornton,118772,118787.0,119391.0,121911.0,124361.0,127022.0,129479.0,132176.0,134574.0,136777.0,139352.0,141464.0,39.8680412,-104.9719243, Colorado
Miramar,122041,121958.0,122300.0,125059.0,128697.0,130120.0,134494.0,136476.0,138964.0,140215.0,140564.0,141191.0,25.9860762,-80.30356019999999, Florida
Pasadena,137122,137114.0,137111.0,137652.0,138097.0,139292.0,139529.0,141025.0,141601.0,141757.0,140906.0,141029.0,34.1477849,-118.1445155, California
Mesquite,139824,139701.0,139963.0,141520.0,143365.0,143604.0,144508.0,144988.0,144681.0,144218.0,142520.0,140937.0,32.76679550000001,-96.5991593, Texas
Olathe,125872,125922.0,126269.0,128325.0,129963.0,131798.0,132839.0,134298.0,135928.0,137526.0,139758.0,140545.0,38.8813958,-94.81912849999999, Kansas
Dayton,141527,141989.0,142348.0,142000.0,141916.0,142035.0,141117.0,140819.0,140849.0,140372.0,140439.0,140407.0,39.7589478,-84.1916069, Ohio
Carrollton,119097,119211.0,119564.0,122527.0,125484.0,126545.0,128349.0,133060.0,133704.0,136054.0,137013.0,139248.0,32.9756415,-96.8899636, Texas
Waco,124805,124797.0,125377.0,126443.0,127494.0,129011.0,129860.0,131801.0,133421.0,136939.0,137886.0,139236.0,31.549333,-97.1466695, Texas
Orange,136416,136776.0,137103.0,138539.0,139372.0,139972.0,139424.0,140503.0,140581.0,140251.0,139449.0,138669.0,33.7879139,-117.8531007, California
Fullerton,135161,135233.0,135291.0,136386.0,138103.0,138637.0,138840.0,139982.0,140454.0,139744.0,139273.0,138632.0,33.8703645,-117.9242123, California
Charleston,120083,120364.0,120700.0,123012.0,125223.0,127246.0,129434.0,132413.0,134453.0,135626.0,136111.0,137566.0,32.7764749,-79.93105120000001, South Carolina
West Valley City,129480,129489.0,129653.0,131031.0,132463.0,133744.0,134431.0,135903.0,136741.0,136334.0,135982.0,135248.0,40.6916132,-112.0010501, Utah
Visalia,124442,124528.0,124869.0,125649.0,126420.0,127309.0,128482.0,129369.0,130662.0,132388.0,133428.0,134605.0,36.3302284,-119.2920585, California
Hampton,137436,137464.0,137415.0,136628.0,137177.0,137332.0,137680.0,136264.0,135374.0,134725.0,134330.0,134510.0,37.0298687,-76.34522179999999, Virginia
Gainesville,124354,124504.0,124681.0,125671.0,125993.0,126340.0,127571.0,129356.0,131580.0,132041.0,133665.0,133997.0,29.6516344,-82.32482619999999, Florida
Warren,134056,134070.0,134081.0,134173.0,134590.0,135312.0,135666.0,135386.0,135245.0,135100.0,134376.0,133943.0,42.5144566,-83.01465259999999, Michigan
Coral Springs,121096,122588.0,122887.0,125141.0,126682.0,127788.0,128847.0,130160.0,131753.0,133542.0,133712.0,133759.0,26.271192,-80.2706044, Florida
Cedar Rapids,126326,126580.0,126852.0,128231.0,128478.0,128826.0,129662.0,130832.0,131397.0,132564.0,133209.0,133562.0,41.9778795,-91.6656232, Iowa
Round Rock,99887,100021.0,100772.0,103864.0,106504.0,109547.0,112665.0,115981.0,120864.0,123684.0,128849.0,133372.0,30.5082551,-97.678896, Texas
Sterling Heights,129699,129675.0,129709.0,130042.0,130672.0,131521.0,132136.0,132041.0,132522.0,132681.0,132725.0,132438.0,42.5803122,-83.0302033, Michigan
Kent,92411,118620.0,119067.0,122165.0,124739.0,126118.0,127727.0,129241.0,130508.0,131697.0,131734.0,132319.0,47.3809335,-122.2348432, Washington
Columbia,129272,130421.0,130774.0,131302.0,131761.0,131527.0,131781.0,133616.0,134129.0,134005.0,132770.0,131674.0,34.0007104,-81.0348144, South Carolina
Santa Clara,116468,116453.0,116761.0,117836.0,119337.0,120486.0,121967.0,126024.0,126429.0,126709.0,129085.0,130365.0,37.3541079,-121.9552356, California
New Haven,129779,129884.0,129816.0,130845.0,131114.0,130906.0,130611.0,130383.0,130417.0,130653.0,129993.0,130250.0,41.308274,-72.9278835, Connecticut
Stamford,122643,122633.0,122781.0,123988.0,125046.0,126306.0,127951.0,128352.0,128974.0,129880.0,129806.0,129638.0,41.0534302,-73.5387341, Connecticut
Concord,122067,122169.0,122505.0,123518.0,124678.0,125888.0,127128.0,128303.0,129036.0,129592.0,129743.0,129295.0,37.9779776,-122.0310733, California
Elizabeth,124969,124973.0,125257.0,125792.0,126595.0,127278.0,127658.0,127661.0,127968.0,128175.0,128599.0,129216.0,40.6639916,-74.2107006, New Jersey
Athens-Clarke County unified government (balance),115452,115387.0,116102.0,116928.0,118584.0,119566.0,119059.0,122213.0,123523.0,125409.0,125857.0,126913.0,33.9596701,-83.376393, Georgia
Thousand Oaks,126683,126490.0,126732.0,127325.0,127657.0,128224.0,128636.0,128632.0,128480.0,128229.0,127279.0,126813.0,34.1705609,-118.8375937, California
Lafayette,120623,121667.0,121836.0,122674.0,123587.0,124873.0,126036.0,126922.0,127221.0,126526.0,126371.0,126185.0,30.2240897,-92.0198427, Louisiana
Simi Valley,124237,124242.0,124463.0,125019.0,125274.0,125868.0,126239.0,126123.0,125958.0,126107.0,125438.0,125613.0,34.2694474,-118.781482, California
Topeka,127473,127630.0,127914.0,128228.0,128095.0,127725.0,127489.0,127396.0,126948.0,126517.0,125778.0,125310.0,39.0473451,-95.67515759999999, Kansas
Norman,110925,110911.0,111402.0,113882.0,115600.0,118695.0,118228.0,120239.0,121974.0,123390.0,123844.0,124880.0,35.2225668,-97.4394777, Oklahoma
Fargo,105549,105625.0,106025.0,108142.0,110881.0,113739.0,115715.0,118093.0,120149.0,122420.0,124091.0,124662.0,46.8771863,-96.7898034, North Dakota
Wilmington,106476,106456.0,106754.0,108141.0,109658.0,111686.0,113320.0,115050.0,118770.0,120836.0,122616.0,123744.0,34.2103894,-77.8868117, North Carolina
Abilene,117063,117514.0,117805.0,118762.0,119853.0,119797.0,120648.0,121707.0,121883.0,122186.0,122775.0,123420.0,32.4487364,-99.73314390000002, Texas
Odessa,99940,99876.0,99817.0,102009.0,105908.0,110158.0,114430.0,118421.0,117159.0,116418.0,120037.0,123334.0,31.8456816,-102.3676431, Texas
Columbia,108500,109044.0,109429.0,111514.0,113553.0,115440.0,117028.0,118570.0,120248.0,121539.0,122533.0,123195.0,38.9517053,-92.3340724, Missouri
Pearland,91252,93117.0,94063.0,96271.0,99283.0,102832.0,106027.0,111267.0,115926.0,119312.0,121424.0,122460.0,29.5635666,-95.2860474, Texas
Victorville,115903,115899.0,116278.0,117891.0,119831.0,120697.0,121087.0,121442.0,121725.0,121988.0,121952.0,122385.0,34.5362184,-117.2927641, California
Hartford,124775,124765.0,125354.0,125434.0,125266.0,125128.0,124665.0,124311.0,123654.0,122888.0,122556.0,122105.0,41.7658043,-72.6733723, Connecticut
Vallejo,115942,115914.0,116137.0,116709.0,117599.0,118550.0,119602.0,120477.0,120949.0,121546.0,121677.0,121692.0,38.1040864,-122.2566367, California
Allentown,118032,118095.0,118113.0,118782.0,118878.0,118826.0,119167.0,120071.0,120420.0,121047.0,121537.0,121442.0,40.6022939,-75.4714098, Pennsylvania
Berkeley,112580,112513.0,112889.0,113968.0,115309.0,116944.0,118697.0,120749.0,121547.0,122164.0,121663.0,121363.0,37.8715226,-122.273042, California
Richardson,99223,99251.0,99581.0,101660.0,103695.0,105166.0,109134.0,110883.0,113910.0,116237.0,119878.0,121323.0,32.9483335,-96.7298519, Texas
Arvada,106433,106760.0,106917.0,108084.0,110229.0,111872.0,113692.0,115406.0,117710.0,118950.0,120421.0,121272.0,39.8027644,-105.0874842, Colorado
Ann Arbor,113934,113988.0,114173.0,115539.0,116079.0,116820.0,118716.0,119884.0,120919.0,121493.0,121429.0,119980.0,42.2808256,-83.7430378, Michigan
Rochester,106769,106823.0,107047.0,108097.0,108916.0,110427.0,111198.0,112160.0,114051.0,115586.0,117047.0,118935.0,44.020567,-92.45986119999999, Minnesota
Cambridge,105162,105148.0,105008.0,105884.0,107886.0,112036.0,112993.0,113471.0,115685.0,116869.0,118151.0,118927.0,42.3736158,-71.10973349999999, Massachusetts
Sugar Land,78817,107835.0,108403.0,109854.0,111277.0,113490.0,116807.0,118405.0,118784.0,118967.0,118777.0,118488.0,29.5984434,-95.6225521, Texas
Lansing,114297,114265.0,114321.0,114559.0,114661.0,114734.0,115093.0,115324.0,116569.0,117730.0,117931.0,118210.0,42.732535,-84.5555347, Michigan
Evansville,117429,120069.0,120091.0,120216.0,120266.0,120295.0,120153.0,119487.0,119004.0,118331.0,118060.0,117979.0,37.9715592,-87.5710898, Indiana
College Station,93857,94225.0,94666.0,95671.0,97761.0,100601.0,103469.0,108952.0,111068.0,114483.0,116035.0,117911.0,30.627977,-96.3344068, Texas
Fairfield,105321,105467.0,105598.0,106245.0,107497.0,109137.0,110727.0,112365.0,114456.0,115817.0,116678.0,117133.0,38.2491956,-122.0405151, California
Clearwater,107685,109139.0,109052.0,109204.0,109538.0,110279.0,111167.0,112939.0,114175.0,115482.0,116324.0,116946.0,27.9658533,-82.8001026, Florida
Beaumont,118296,117278.0,117378.0,117908.0,117033.0,118068.0,117812.0,118603.0,118734.0,118953.0,117667.0,116825.0,30.080174,-94.1265562, Texas
Independence,116830,116812.0,116891.0,116917.0,117318.0,117281.0,117505.0,117260.0,117268.0,117197.0,117017.0,116672.0,39.0911161,-94.41550679999999, Missouri
Provo,112488,112487.0,112923.0,115191.0,115559.0,116119.0,115378.0,114596.0,116627.0,117583.0,116630.0,116618.0,40.2338438,-111.6585337, Utah
West Jordan,103712,103601.0,104023.0,106349.0,108086.0,109735.0,110416.0,111293.0,113325.0,113945.0,115610.0,116480.0,40.6096698,-111.9391031, Utah
Murrieta,103466,103731.0,104229.0,105370.0,106509.0,107361.0,108037.0,109372.0,111492.0,112995.0,114715.0,116223.0,33.5539143,-117.2139232, California
Palm Bay,103190,104006.0,104138.0,104131.0,104819.0,105329.0,106237.0,108160.0,110289.0,112217.0,113854.0,115552.0,28.0344621,-80.5886646, Florida
El Monte,113475,113531.0,113677.0,114101.0,114843.0,115414.0,115627.0,115824.0,115550.0,115514.0,115308.0,115487.0,34.0686206,-118.0275667, California
North Charleston,105328,105328.0,105674.0,107460.0,108948.0,110665.0,111609.0,112662.0,113265.0,114477.0,115518.0,115382.0,32.8771106,-80.0130514, South Carolina
North Charleston,97471,97579.0,97949.0,99898.0,101994.0,104050.0,106754.0,108597.0,109738.0,110820.0,113077.0,115382.0,32.8771106,-80.0130514, South Carolina
Temecula,100097,100013.0,100703.0,102640.0,104295.0,106073.0,108671.0,111140.0,112402.0,113987.0,114614.0,114761.0,33.4936391,-117.1483648, California
Clovis,95631,95980.0,96386.0,97557.0,98588.0,99631.0,101904.0,103828.0,106353.0,109316.0,111824.0,114584.0,36.8252277,-119.7029194, California
Springfield,116250,116996.0,117138.0,117786.0,117928.0,117633.0,117489.0,117221.0,116536.0,115771.0,114840.0,114230.0,39.78172130000001,-89.6501481, Illinois
Meridian,75092,76986.0,77428.0,79723.0,82125.0,85086.0,89174.0,92144.0,96227.0,100539.0,106464.0,114161.0,43.6121087,-116.3915131, Idaho
Westminster,106114,106135.0,106434.0,107739.0,109083.0,110422.0,111517.0,112420.0,112984.0,112961.0,113227.0,113166.0,39.8366528,-105.0372046, Colorado
Costa Mesa,109960,110078.0,110221.0,111151.0,111790.0,112244.0,112485.0,112808.0,112933.0,113665.0,113302.0,113003.0,33.6638439,-117.9047429, California
High Point,104371,104526.0,104710.0,105823.0,106567.0,107573.0,108797.0,110232.0,111533.0,111746.0,112073.0,112791.0,35.9556923,-80.0053176, North Carolina
Manchester,109565,109549.0,109613.0,110281.0,110888.0,111008.0,111198.0,111275.0,111903.0,112235.0,112492.0,112673.0,42.9956397,-71.4547891, New Hampshire
Pueblo,106595,106542.0,106755.0,107146.0,107476.0,107670.0,107823.0,108955.0,110118.0,111059.0,111725.0,112361.0,38.2544472,-104.6091409, Colorado
Lakeland,97422,97270.0,97640.0,98834.0,99000.0,100326.0,102034.0,103550.0,105837.0,107712.0,110421.0,112136.0,28.0394654,-81.9498042, Florida
Pompano Beach,99845,99839.0,100063.0,101756.0,102888.0,104183.0,105500.0,106937.0,109358.0,110354.0,111636.0,112118.0,26.2378597,-80.1247667, Florida
West Palm Beach,99919,100665.0,100813.0,101498.0,102526.0,103420.0,104314.0,106850.0,108740.0,110328.0,111058.0,111955.0,26.7153424,-80.0533746, Florida
Antioch,102372,102745.0,103080.0,104193.0,105565.0,107351.0,109071.0,110308.0,111088.0,111494.0,111578.0,111502.0,38.0049214,-121.805789, California
Everett,103019,102953.0,103173.0,103445.0,104436.0,105048.0,106460.0,107077.0,108931.0,110169.0,111088.0,111475.0,47.9789848,-122.2020795, Washington
Downey,111772,111775.0,111785.0,112215.0,112582.0,112858.0,113091.0,113260.0,112896.0,112426.0,111915.0,111126.0,33.9401088,-118.1331593, California
Lowell,106519,106525.0,106782.0,107774.0,108803.0,109757.0,110537.0,111142.0,111226.0,111738.0,111362.0,110997.0,42.6334247,-71.31617179999999, Massachusetts
Centennial,100377,100635.0,100989.0,102508.0,104249.0,106634.0,107438.0,109120.0,109735.0,110388.0,110814.0,110937.0,39.5807452,-104.8771726, Colorado
Elgin,108188,108219.0,108388.0,109225.0,109710.0,110149.0,111059.0,111992.0,112265.0,112103.0,111490.0,110849.0,42.0354084,-88.2825668, Illinois
Richmond,103701,103255.0,103631.0,104882.0,106023.0,107083.0,107921.0,109062.0,109663.0,109860.0,110189.0,110567.0,37.9357576,-122.3477486, California
Peoria,115007,115150.0,114980.0,115426.0,115798.0,116646.0,115955.0,115183.0,114227.0,112618.0,111449.0,110417.0,40.6936488,-89.5889864, Illinois
Broken Arrow,98850,98837.0,99246.0,100199.0,102179.0,103603.0,104944.0,106842.0,107884.0,108395.0,109068.0,110198.0,36.060949,-95.7974526, Oklahoma
Miami Gardens,107167,107163.0,107516.0,108859.0,110056.0,110842.0,110943.0,111561.0,111884.0,112220.0,111144.0,110001.0,25.9420377,-80.2456045, Florida
Billings,104170,104284.0,104509.0,105458.0,106765.0,108561.0,108434.0,109599.0,109620.0,109797.0,109444.0,109577.0,45.7832856,-108.5006904, Montana
Jurupa Valley,(X),94986.0,95590.0,97195.0,98350.0,99469.0,100080.0,101460.0,103240.0,105760.0,108314.0,109527.0,33.9971974,-117.4854802, California
Sandy Springs,93853,93826.0,94275.0,96677.0,98882.0,99377.0,101371.0,104789.0,105578.0,106634.0,108846.0,109452.0,33.9304352,-84.3733147, Georgia
Gresham,105594,105639.0,106008.0,107720.0,108779.0,109221.0,110029.0,110378.0,111762.0,111243.0,109808.0,109381.0,45.5098502,-122.4347608, Oregon
Lewisville,95290,95459.0,95930.0,97636.0,99703.0,101156.0,102963.0,103956.0,105030.0,106439.0,106938.0,109212.0,33.046233,-96.994174, Texas
Hillsboro,91611,92265.0,92559.0,94274.0,96343.0,98160.0,99827.0,102550.0,105374.0,107433.0,108201.0,109128.0,45.5272177,-122.9360906, Oregon
San Buenaventura (Ventura),106433,107217.0,107435.0,108306.0,109002.0,109339.0,109535.0,109668.0,109893.0,110093.0,110731.0,109106.0,34.2804923,-119.2945199, California
Greeley,92889,92950.0,93308.0,94466.0,95597.0,96848.0,99055.0,101763.0,104751.0,106780.0,107475.0,108649.0,40.4233142,-104.7091322, Colorado
Inglewood,109673,109649.0,109658.0,110501.0,110866.0,110954.0,110840.0,110693.0,110271.0,109907.0,109038.0,108151.0,33.9616801,-118.3531311, California
Waterbury,110366,110309.0,110350.0,110074.0,110019.0,109733.0,109524.0,108993.0,108453.0,108277.0,108123.0,107568.0,41.5581525,-73.0514965, Connecticut
League City,83560,83584.0,84096.0,86278.0,88242.0,90790.0,94121.0,97860.0,101669.0,104442.0,106005.0,107536.0,29.5074538,-95.0949303, Texas
Santa Maria,99553,99596.0,99689.0,100293.0,101116.0,102057.0,103021.0,104462.0,105811.0,106298.0,107218.0,107263.0,34.9530337,-120.4357191, California
Tyler,96900,96852.0,97140.0,98015.0,98941.0,99730.0,101557.0,102712.0,103904.0,104738.0,105668.0,106985.0,32.3512601,-95.30106239999999, Texas
Davie town,91992,91950.0,92315.0,94455.0,95776.0,97599.0,99179.0,101229.0,103255.0,105136.0,106131.0,106306.0,26.0764783,-80.25211569999999, Florida
Daly City,101123,101116.0,101262.0,102460.0,103915.0,104980.0,105887.0,106538.0,106882.0,106733.0,106869.0,106280.0,37.6879241,-122.4702079, California
Boulder,97385,97612.0,97752.0,100137.0,101160.0,102719.0,104451.0,106742.0,107128.0,106447.0,106008.0,105673.0,40.0149856,-105.2705456, Colorado
Allen,84246,84273.0,84921.0,87680.0,89812.0,92173.0,94215.0,98344.0,99742.0,101214.0,103577.0,105623.0,33.1031744,-96.67055030000002, Texas
West Covina,106098,106108.0,106123.0,106721.0,107082.0,107348.0,107447.0,107540.0,107437.0,106942.0,105964.0,105101.0,34.0686208,-117.9389526, California
Sparks,90264,91117.0,91237.0,91616.0,92406.0,93317.0,94561.0,95759.0,98068.0,100048.0,103979.0,105006.0,39.5349112,-119.7526886, Nevada
Wichita Falls,104553,104682.0,104790.0,103966.0,104628.0,104948.0,105208.0,103892.0,104075.0,104325.0,104356.0,104683.0,33.9137085,-98.4933873, Texas
Green Bay,104057,103882.0,103946.0,104302.0,104621.0,104593.0,104635.0,104792.0,104721.0,104977.0,104833.0,104578.0,44.5133188,-88.0132958, Wisconsin
San Mateo,97207,97195.0,97383.0,98518.0,99816.0,101323.0,102695.0,103509.0,104357.0,104389.0,104885.0,104430.0,37.5629917,-122.3255254, California
Norwalk,105549,105549.0,105544.0,105903.0,105976.0,106122.0,106189.0,106237.0,105844.0,105466.0,104798.0,103949.0,33.9022367,-118.081733, California
Rialto,99171,99103.0,99329.0,100563.0,101278.0,101547.0,102031.0,102485.0,102896.0,103234.0,103232.0,103526.0,34.1064001,-117.3703235, California
Las Cruces,97618,97706.0,98284.0,100212.0,101045.0,101238.0,101192.0,101113.0,101313.0,101963.0,102812.0,103432.0,32.3199396,-106.7636538, New Mexico
Chico,86187,86798.0,86783.0,87269.0,87915.0,88362.0,89491.0,90369.0,91564.0,93066.0,94342.0,103301.0,39.7284944,-121.8374777, California
El Cajon,99478,99584.0,99823.0,100795.0,101537.0,102303.0,102789.0,103230.0,103527.0,103468.0,103041.0,102708.0,32.7947731,-116.9625269, California
Burbank,103340,103357.0,103351.0,103732.0,104077.0,104355.0,104405.0,104472.0,104097.0,104174.0,103349.0,102511.0,34.1808392,-118.3089661, California
South Bend,101168,101249.0,101197.0,101224.0,101056.0,101226.0,101489.0,101687.0,101996.0,102021.0,101971.0,102026.0,41.6763545,-86.25198979999999, Indiana
Renton,90927,91912.0,92351.0,94131.0,95941.0,97090.0,98588.0,100455.0,101513.0,101981.0,101787.0,101751.0,47.4796927,-122.2079218, Washington
Vista,93834,93186.0,93401.0,94355.0,95307.0,96211.0,96999.0,99623.0,100746.0,100740.0,100784.0,101638.0,33.2000368,-117.2425355, California
Davenport,99685,99701.0,99678.0,100302.0,101165.0,102053.0,102471.0,102534.0,102456.0,102310.0,101918.0,101590.0,41.5236437,-90.5776367, Iowa
Edinburg,77100,82018.0,82504.0,84796.0,86263.0,88355.0,90342.0,91780.0,92776.0,95427.0,98036.0,101170.0,26.3017374,-98.1633432, Texas
Tuscaloosa,90468,90275.0,90456.0,90913.0,92307.0,93886.0,95688.0,97576.0,98428.0,99629.0,100190.0,101129.0,33.2098407,-87.56917349999999, Alabama
Carmel,79191,83887.0,84508.0,86508.0,88566.0,90947.0,91569.0,92998.0,96114.0,97400.0,99143.0,101068.0,39.978371,-86.1180435, Indiana
Spokane Valley,89755,89745.0,90047.0,90665.0,90659.0,91240.0,92569.0,94163.0,95652.0,97570.0,99308.0,101060.0,47.6732281,-117.2393748, Washington
San Angelo,93200,93221.0,93626.0,94532.0,95841.0,97057.0,98567.0,99704.0,99790.0,99678.0,100009.0,101004.0,31.4637723,-100.4370375, Texas
Vacaville,92428,92422.0,92557.0,93225.0,93660.0,94023.0,95394.0,96224.0,97994.0,99604.0,99949.0,100670.0,38.3565773,-121.9877444, California
Bend,76639,76660.0,76663.0,77575.0,78617.0,80906.0,83526.0,86277.0,90665.0,94557.0,97620.0,100421.0,44.0581728,-121.3153096, Oregon
Kenosha,99218,99279.0,99397.0,99560.0,99859.0,99704.0,99728.0,99479.0,99388.0,99785.0,99908.0,99944.0,42.5847425,-87.82118539999999, Wisconsin
Boca Raton,84392,84409.0,85158.0,86460.0,87646.0,89689.0,91276.0,93498.0,96427.0,98236.0,99351.0,99805.0,26.3683064,-80.1289321, Florida
Lee's Summit,91364,91368.0,91526.0,91920.0,92376.0,92968.0,93727.0,94871.0,96034.0,97169.0,98522.0,99357.0,38.9134343,-94.37554659999999, Missouri
Nampa,81557,81879.0,81998.0,82716.0,83941.0,86377.0,87894.0,89527.0,91114.0,93707.0,96213.0,99277.0,43.5788175,-116.55978, Idaho
Rio Rancho,87521,87387.0,87977.0,89499.0,90444.0,91334.0,91963.0,93116.0,94511.0,96285.0,97982.0,99178.0,35.2327544,-106.6630437, New Mexico
South Fulton,(X),85589.0,86142.0,88696.0,91019.0,91757.0,92494.0,93516.0,95264.0,96078.0,97278.0,99155.0,33.7378299,-84.5641433, Georgia
Roanoke,97032,96910.0,96720.0,96782.0,98011.0,98849.0,99427.0,99669.0,99337.0,98986.0,99009.0,99143.0,37.2709704,-79.9414266, Virginia
Beaverton,89803,89725.0,90100.0,91569.0,92558.0,93279.0,94714.0,95863.0,97738.0,97824.0,98775.0,99037.0,45.4888761,-122.8013771, Oregon
Yuma,93064,90717.0,91328.0,94241.0,93701.0,92998.0,93624.0,94155.0,95259.0,96399.0,97648.0,98285.0,32.6926512,-114.6276916, Arizona
Lawrence,87643,87918.0,88232.0,89301.0,90118.0,91348.0,92881.0,94207.0,95655.0,96637.0,97187.0,98193.0,38.9716689,-95.2352501, Kansas
Orem,88328,88328.0,88722.0,89605.0,90578.0,91318.0,91362.0,93777.0,96902.0,97674.0,97430.0,97828.0,40.2968979,-111.6946475, Utah
Longmont,86270,86327.0,86440.0,87691.0,88903.0,90221.0,90623.0,92280.0,93269.0,94637.0,96536.0,97261.0,40.1672068,-105.1019275, Colorado
San Marcos,83781,83631.0,83926.0,85001.0,86816.0,89423.0,92372.0,93199.0,94932.0,95614.0,96480.0,96664.0,33.1433723,-117.1661449, California
Albany,97856,97845.0,97753.0,97956.0,98409.0,98488.0,98366.0,98232.0,97941.0,97735.0,97011.0,96460.0,42.6525793,-73.7562317, New York
Sandy,87461,90180.0,90227.0,91076.0,91929.0,92599.0,93341.0,94537.0,96444.0,96406.0,96737.0,96380.0,40.5649781,-111.8389726, Utah
Concord,79066,79389.0,79571.0,80725.0,82134.0,83416.0,85395.0,87490.0,89763.0,92164.0,94192.0,96341.0,35.4087517,-80.579511, North Carolina
Federal Way,89306,89295.0,89556.0,90664.0,91913.0,92632.0,93421.0,95254.0,97131.0,97274.0,96726.0,96289.0,47.3223221,-122.3126222, Washington
Hesperia,90173,90100.0,90279.0,91168.0,91568.0,91777.0,92071.0,92653.0,93251.0,94473.0,95013.0,95750.0,34.4263886,-117.3008784, California
Brockton,93810,93767.0,93809.0,94117.0,94050.0,94361.0,94858.0,95425.0,95441.0,95682.0,95723.0,95708.0,42.0834335,-71.0183787, Massachusetts
Compton,96455,96404.0,96442.0,96933.0,97350.0,97600.0,97634.0,97639.0,97281.0,97047.0,96348.0,95605.0,33.8958492,-118.2200712, California
Flint,102434,102266.0,102035.0,101256.0,100233.0,99479.0,98617.0,97823.0,97110.0,96460.0,95926.0,95538.0,43.0125274,-83.6874562, Michigan
Erie,101786,101738.0,101719.0,101511.0,101290.0,100532.0,99714.0,99030.0,98211.0,97214.0,96298.0,95508.0,42.12922409999999,-80.085059, Pennsylvania
New Bedford,95072,95071.0,95059.0,94896.0,94998.0,95065.0,95121.0,95128.0,95135.0,95083.0,95371.0,95363.0,41.6350957,-70.92765349999999, Massachusetts
Fishers,76794,77293.0,77832.0,80503.0,82389.0,84416.0,86865.0,88656.0,89809.0,91606.0,93407.0,95310.0,39.9567548,-86.01335, Indiana
Sunrise,84439,84306.0,84548.0,86303.0,88582.0,89757.0,90661.0,91928.0,93668.0,94274.0,95219.0,95166.0,26.1669711,-80.25659499999999, Florida
